-1280.6	-1243.7	-1082.8	63.217	-684.49	-832.14	558.6	-851.73
171.14	273.92	651.29	-888.52	51.987	-444.92	-118.65	-60.384
-471.42	-215.18	-663.62	901.73	22.163	127.98	255.12	-31.878
-398.84	-607.55	712.12	-1860.3	-292.55	-510.05	-498.09	-812.35
-908.25	-1208.8	283.12	-1729.4	-686.72	-694.28	-492.1	-1334.6
-1075.2	-1433.2	-436.17	-923.44	-999.21	-984.35	45.618	-1398.8
26.642	-224.81	-1029.7	1501.7	322.29	338.63	25.59	308.46
394.77	258.54	-737.34	1282.4	637.57	404.2	54.956	758.5
530.94	777.39	487.41	-97.912	270.13	-81.893	281.4	419.04
207.65	131.62	836.86	-1283.3	-17.186	-153.9	-279.52	-287.58
60.264	357.27	-436.38	1379.2	203.81	888.3	-148.14	608.65
945.18	1078.6	937.4	-180.91	332.82	328.26	122.22	619.03
1028.3	1235.7	642.72	490.63	361.55	693.21	206.32	895.06
769.38	820.3	-164.9	1344.8	477.85	920.95	-13.325	1168.6
