-63	89	113	88	41	57	114	29
0	0	0	0	0	0	0	0
-15	39	53	45	-68	57	120	-23
0	0	0	0	0	0	0	0
133	54	149	54	173	212	180	207
0	0	0	0	0	0	0	0
-119	112	92	89	-18	18	152	-31
0	0	0	0	0	0	0	0
145	-79	20	43	119	139	-102	85
0	0	0	0	0	0	0	0
125	26	9	-25	95	123	150	89
0	0	0	0	0	0	0	0
16	86	38	59	-45	108	-53	8
0	0	0	0	0	0	0	0
63	65	41	-3	124	121	168	93
0	0	0	0	0	0	0	0
65	19	21	-51	16	29	127	59
0	0	0	0	0	0	0	0
1	-69	23	98	206	75	70	47
0	0	0	0	0	0	0	0
-31	47	53	57	157	57	253	87
0	0	0	0	0	0	0	0
74	27	67	63	33	143	109	32
0	0	0	0	0	0	0	0
123	7	-31	-7	6	78	112	7
0	0	0	0	0	0	0	0
98	-8	60	2	33	129	63	60
0	0	0	0	0	0	0	0
124	-70	49	-8	205	120	119	146
0	0	0	0	0	0	0	0
15	-22	14	38	99	71	3	-1
0	0	0	0	0	0	0	0
81	37	-35	-73	-78	13	82	-13
0	0	0	0	0	0	0	0
6	53	21	5	-11	68	109	-16
0	0	0	0	0	0	0	0
62	42	51	23	98	146	188	82
0	0	0	0	0	0	0	0
134	-33	51	57	197	157	30	146
0	0	0	0	0	0	0	0
63	5	-43	-100	-42	3	122	7
0	0	0	0	0	0	0	0
77	-19	86	37	154	121	90	149
0	0	0	0	0	0	0	0
56	68	52	-5	-7	85	82	66
0	0	0	0	0	0	0	0
59	93	70	-26	-16	97	60	41
0	0	0	0	0	0	0	0
-10	-25	39	44	132	43	109	42
0	0	0	0	0	0	0	0
19	38	-22	-68	-26	-33	171	15
0	0	0	0	0	0	0	0
101	13	10	-35	131	119	158	109
0	0	0	0	0	0	0	0
133	48	72	8	-46	160	6	71
0	0	0	0	0	0	0	0
18	53	157	122	131	185	42	98
0	0	0	0	0	0	0	0
45	4	-50	-75	-35	-31	140	1
0	0	0	0	0	0	0	0
16	24	44	133	97	137	29	4
0	0	0	0	0	0	0	0
126	-76	16	0	163	111	53	102
0	0	0	0	0	0	0	0
-21	86	27	15	-59	-6	14	-7
0	0	0	0	0	0	0	0
71	-7	28	43	82	51	56	63
0	0	0	0	0	0	0	0
165	19	129	95	192	222	0	201
0	0	0	0	0	0	0	0
35	3	23	-30	28	25	126	41
0	0	0	0	0	0	0	0
86	-11	16	-34	93	66	84	70
0	0	0	0	0	0	0	0
76	76	127	65	-23	141	44	82
0	0	0	0	0	0	0	0
176	-73	-29	-14	113	100	15	60
0	0	0	0	0	0	0	0
88	49	-20	-32	48	68	163	14
0	0	0	0	0	0	0	0
170	-32	62	-43	138	105	109	194
0	0	0	0	0	0	0	0
70	-3	26	45	107	124	110	54
0	0	0	0	0	0	0	0
52	58	72	-26	24	24	167	104
0	0	0	0	0	0	0	0
68	-84	42	38	77	67	-98	54
0	0	0	0	0	0	0	0
-32	118	105	39	-66	49	127	24
0	0	0	0	0	0	0	0
87	-5	16	66	106	136	-54	69
0	0	0	0	0	0	0	0
19	16	0	-56	-122	-21	6	-7
0	0	0	0	0	0	0	0
130	-91	0	-17	53	89	-63	26
0	0	0	0	0	0	0	0
157	-21	51	14	73	107	79	131
0	0	0	0	0	0	0	0
52	70	28	-3	53	91	71	42
0	0	0	0	0	0	0	0
98	-17	20	65	19	137	5	30
0	0	0	0	0	0	0	0
126	-76	-48	9	50	82	-6	30
0	0	0	0	0	0	0	0
-33	51	83	76	17	68	-69	37
0	0	0	0	0	0	0	0
186	-100	49	3	181	143	25	170
0	0	0	0	0	0	0	0
-2	-11	-25	17	119	11	127	16
0	0	0	0	0	0	0	0
-91	27	72	135	113	63	34	21
0	0	0	0	0	0	0	0
75	62	-3	-58	24	51	159	23
0	0	0	0	0	0	0	0
74	-72	55	50	192	139	-16	98
0	0	0	0	0	0	0	0
57	59	106	98	-8	143	-17	31
0	0	0	0	0	0	0	0
-17	48	3	13	35	57	150	17
0	0	0	0	0	0	0	0
-7	45	89	64	123	71	258	85
0	0	0	0	0	0	0	0
40	-7	38	47	125	75	-6	106
0	0	0	0	0	0	0	0
-1	-18	-6	-53	0	-14	99	7
0	0	0	0	0	0	0	0
-64	92	89	74	43	39	214	50
0	0	0	0	0	0	0	0
-57	10	-1	-5	20	-32	42	-17
0	0	0	0	0	0	0	0
115	-71	-52	-122	26	-31	63	71
0	0	0	0	0	0	0	0
109	-14	26	-24	136	114	119	131
0	0	0	0	0	0	0	0
24	83	122	29	111	93	105	154
0	0	0	0	0	0	0	0
60	25	0	-28	-5	63	78	8
0	0	0	0	0	0	0	0
66	33	78	-7	-1	61	172	82
0	0	0	0	0	0	0	0
190	-63	12	-64	-11	86	-44	88
0	0	0	0	0	0	0	0
136	25	130	91	204	218	74	166
0	0	0	0	0	0	0	0
39	-13	-9	-9	5	26	-82	7
0	0	0	0	0	0	0	0
17	10	64	106	246	125	143	111
0	0	0	0	0	0	0	0
62	-51	-66	-7	116	38	100	-4
0	0	0	0	0	0	0	0
29	87	59	54	10	115	-39	21
0	0	0	0	0	0	0	0
65	-23	91	67	210	135	138	135
0	0	0	0	0	0	0	0
38	25	17	29	15	74	101	4
0	0	0	0	0	0	0	0
104	43	57	-35	-6	66	78	92
0	0	0	0	0	0	0	0
56	-16	-9	34	27	93	-118	4
0	0	0	0	0	0	0	0
6	-56	-48	6	43	-21	5	-24
0	0	0	0	0	0	0	0
-13	5	12	6	74	25	-2	55
0	0	0	0	0	0	0	0
62	65	0	-25	72	63	224	54
0	0	0	0	0	0	0	0
128	-50	33	96	159	184	-54	88
0	0	0	0	0	0	0	0
78	-7	-37	-97	63	-10	173	48
0	0	0	0	0	0	0	0
75	12	14	82	85	128	87	7
0	0	0	0	0	0	0	0
61	-20	-36	-83	-50	-9	22	-3
0	0	0	0	0	0	0	0
114	-14	-20	-76	-8	-5	-7	58
0	0	0	0	0	0	0	0
12	56	95	112	119	146	145	80
0	0	0	0	0	0	0	0
79	31	102	40	19	128	69	73
0	0	0	0	0	0	0	0
13	6	12	-73	25	20	42	65
0	0	0	0	0	0	0	0
32	98	77	64	-7	135	37	52
0	0	0	0	0	0	0	0
121	-50	-59	-56	35	33	56	7
0	0	0	0	0	0	0	0
-73	-39	8	67	102	-1	60	-5
0	0	0	0	0	0	0	0
62	51	50	-28	11	70	-20	86
0	0	0	0	0	0	0	0
-80	144	113	30	-26	45	159	40
0	0	0	0	0	0	0	0
39	-50	-52	-64	99	-50	82	29
0	0	0	0	0	0	0	0
110	14	59	-7	33	80	89	96
0	0	0	0	0	0	0	0
-2	65	137	86	189	130	218	158
0	0	0	0	0	0	0	0
107	-77	-52	-83	169	23	19	99
0	0	0	0	0	0	0	0
180	42	55	-44	62	138	165	130
0	0	0	0	0	0	0	0
87	59	18	-23	-6	75	135	51
0	0	0	0	0	0	0	0
28	-58	2	81	36	81	-47	-38
0	0	0	0	0	0	0	0
-94	104	76	81	66	55	92	-2
0	0	0	0	0	0	0	0
-69	50	45	103	26	61	61	-39
0	0	0	0	0	0	0	0
24	72	25	-25	-128	21	38	4
0	0	0	0	0	0	0	0
81	-6	-37	23	72	74	-4	41
0	0	0	0	0	0	0	0
53	-3	43	-35	50	54	84	47
0	0	0	0	0	0	0	0
-46	22	40	-7	43	-7	82	72
0	0	0	0	0	0	0	0
131	1	62	34	199	190	92	139
0	0	0	0	0	0	0	0
-21	40	65	-39	49	35	61	71
0	0	0	0	0	0	0	0
90	33	86	-25	80	81	38	170
0	0	0	0	0	0	0	0
46	-84	-47	-16	70	7	-38	-14
0	0	0	0	0	0	0	0
104	45	29	-20	46	108	219	72
0	0	0	0	0	0	0	0
94	-21	24	-34	103	97	147	86
0	0	0	0	0	0	0	0
149	-78	-99	-126	59	0	57	31
0	0	0	0	0	0	0	0
128	-4	-12	-40	11	45	33	50
0	0	0	0	0	0	0	0
-25	27	34	14	-5	1	23	33
0	0	0	0	0	0	0	0
