-11	-22	100	48
0	0	0	0
-44	-41	68	26
0	0	0	0
-39	-35	75	32
0	0	0	0
-12	-15	128	40
0	0	0	0
-48	-17	57	-36
0	0	0	0
17	3	86	22
0	0	0	0
20	15	65	16
0	0	0	0
24	0	-39	26
0	0	0	0
14	3	7	30
0	0	0	0
-11	-40	71	74
0	0	0	0
-4	-19	59	50
0	0	0	0
6	13	21	2
0	0	0	0
1	27	-54	-46
0	0	0	0
-52	-19	40	-16
0	0	0	0
7	-16	132	48
0	0	0	0
-60	-43	25	-2
0	0	0	0
0	5	47	16
0	0	0	0
15	25	32	-26
0	0	0	0
-45	-9	7	-30
0	0	0	0
-33	3	10	-42
0	0	0	0
17	11	60	-6
0	0	0	0
-44	-34	89	20
0	0	0	0
-31	-10	30	-14
0	0	0	0
-23	-10	29	14
0	0	0	0
-10	15	36	-46
0	0	0	0
-43	-29	132	10
0	0	0	0
-29	-1	37	-18
0	0	0	0
2	19	-61	-36
0	0	0	0
8	-6	125	40
0	0	0	0
-50	-30	47	0
0	0	0	0
26	19	68	-2
0	0	0	0
-46	-9	56	-30
0	0	0	0
-31	-31	35	26
0	0	0	0
29	17	31	24
0	0	0	0
-30	-32	-6	18
0	0	0	0
-38	-15	71	-14
0	0	0	0
-26	-18	37	6
0	0	0	0
-25	-45	132	68
0	0	0	0
-55	-44	137	16
0	0	0	0
28	11	54	10
0	0	0	0
-29	-31	121	16
0	0	0	0
-34	-2	51	-28
0	0	0	0
-29	-27	8	16
0	0	0	0
13	6	106	20
0	0	0	0
-17	-27	37	36
0	0	0	0
14	10	-24	-16
0	0	0	0
-22	-8	54	-22
0	0	0	0
-22	13	-9	-46
0	0	0	0
-4	18	-27	-38
0	0	0	0
-32	-9	87	-24
0	0	0	0
-14	-5	35	-26
0	0	0	0
2	-3	36	0
0	0	0	0
-4	8	28	-16
0	0	0	0
-18	5	21	-46
0	0	0	0
-46	-32	61	12
0	0	0	0
-14	21	22	-62
0	0	0	0
13	10	-4	-8
0	0	0	0
-21	7	-3	-28
0	0	0	0
-58	-39	40	-10
0	0	0	0
5	-10	62	34
0	0	0	0
-18	1	47	-22
0	0	0	0
40	27	25	30
0	0	0	0
-24	-3	47	-32
0	0	0	0
-4	-13	-9	22
0	0	0	0
-4	5	20	-4
0	0	0	0
11	42	26	-62
0	0	0	0
23	13	73	16
0	0	0	0
-39	-20	54	16
0	0	0	0
11	-13	83	52
0	0	0	0
-36	-26	-6	-2
0	0	0	0
27	12	-18	22
0	0	0	0
-14	4	95	-4
0	0	0	0
1	-15	66	58
0	0	0	0
-43	-25	145	16
0	0	0	0
-11	-11	150	30
0	0	0	0
21	32	40	-28
0	0	0	0
21	28	-2	-26
0	0	0	0
-28	-12	38	-14
0	0	0	0
25	9	88	16
0	0	0	0
-31	-21	64	8
0	0	0	0
-39	-21	78	-10
0	0	0	0
-11	-14	48	0
0	0	0	0
-43	-13	51	-38
0	0	0	0
-36	-36	146	34
0	0	0	0
6	-28	110	66
0	0	0	0
16	7	93	16
0	0	0	0
-10	14	-43	-30
0	0	0	0
-18	-20	78	38
0	0	0	0
-23	-2	45	-12
0	0	0	0
34	22	-51	8
0	0	0	0
-29	-29	50	20
0	0	0	0
0	-12	68	34
0	0	0	0
18	20	3	-6
0	0	0	0
-33	-25	7	14
0	0	0	0
18	-15	21	58
0	0	0	0
-48	-31	96	8
0	0	0	0
-52	-10	48	-34
0	0	0	0
-10	-17	72	44
0	0	0	0
-50	-17	26	-14
0	0	0	0
-3	21	-42	-30
0	0	0	0
22	4	17	20
0	0	0	0
-5	20	-49	-34
0	0	0	0
-20	4	27	-40
0	0	0	0
-39	-28	70	6
0	0	0	0
12	16	3	-16
0	0	0	0
-13	4	33	-14
0	0	0	0
31	9	30	46
0	0	0	0
-30	-30	7	26
0	0	0	0
6	-4	139	34
0	0	0	0
32	15	26	14
0	0	0	0
-36	-7	28	-10
0	0	0	0
-41	-20	71	-16
0	0	0	0
7	8	-46	-22
0	0	0	0
-6	-18	26	24
0	0	0	0
-20	-35	84	58
0	0	0	0
0	-15	131	40
0	0	0	0
-29	-10	113	4
0	0	0	0
-43	-25	145	16
0	0	0	0
-48	-24	88	10
0	0	0	0
-25	-33	135	28
0	0	0	0
5	-17	125	44
0	0	0	0
-14	-21	142	42
0	0	0	0
-17	-11	66	12
0	0	0	0
9	12	24	-18
0	0	0	0
-33	-11	65	-16
0	0	0	0
-10	-22	135	52
0	0	0	0
6	1	8	4
0	0	0	0
-36	-20	36	-6
0	0	0	0
-7	1	70	-14
0	0	0	0
-16	-27	85	50
0	0	0	0
5	20	10	-36
0	0	0	0
25	5	4	16
0	0	0	0
14	17	52	-10
0	0	0	0
23	14	-16	-8
0	0	0	0
33	19	74	24
0	0	0	0
20	8	60	4
0	0	0	0
-24	-21	73	6
0	0	0	0
-17	12	6	-42
0	0	0	0
34	14	17	38
0	0	0	0
5	-24	75	58
0	0	0	0
15	25	19	-36
0	0	0	0
6	-1	92	10
0	0	0	0
2	16	-11	-40
0	0	0	0
10	34	-67	-42
0	0	0	0
-5	-9	69	10
0	0	0	0
3	14	-21	-8
0	0	0	0
-29	-13	-5	-8
0	0	0	0
-28	-17	30	0
0	0	0	0
-32	-13	16	-14
0	0	0	0
10	-6	98	34
0	0	0	0
1	28	-33	-46
0	0	0	0
-45	-25	78	-20
0	0	0	0
6	3	-21	10
0	0	0	0
-56	-27	68	-16
0	0	0	0
-15	-37	36	60
0	0	0	0
31	21	46	16
0	0	0	0
-19	-5	80	2
0	0	0	0
-35	-23	105	12
0	0	0	0
-11	-3	82	0
0	0	0	0
11	2	7	24
0	0	0	0
-37	-60	179	76
0	0	0	0
6	-15	89	52
0	0	0	0
-48	-39	54	14
0	0	0	0
22	17	-4	6
0	0	0	0
1	15	4	-50
0	0	0	0
-41	-19	118	4
0	0	0	0
2	2	83	16
0	0	0	0
-42	-27	70	-2
0	0	0	0
-9	-5	52	24
0	0	0	0
8	-2	86	6
0	0	0	0
-52	-24	90	-18
0	0	0	0
15	9	-13	16
0	0	0	0
-40	-20	-7	-8
0	0	0	0
-13	15	-1	-36
0	0	0	0
-10	23	36	-54
0	0	0	0
-26	-16	-5	2
0	0	0	0
-21	-3	94	-4
0	0	0	0
18	-6	113	44
0	0	0	0
-28	-28	48	40
0	0	0	0
20	3	78	38
0	0	0	0
16	9	-4	0
0	0	0	0
4	0	-28	8
0	0	0	0
-15	-3	136	12
0	0	0	0
-12	12	42	-38
0	0	0	0
-40	-8	-7	-20
0	0	0	0
-19	2	88	-14
0	0	0	0
-24	-41	96	74
0	0	0	0
-9	21	-42	-44
0	0	0	0
-11	17	-57	-36
0	0	0	0
18	5	8	28
0	0	0	0
-26	-43	110	72
0	0	0	0
6	-7	118	36
0	0	0	0
17	19	86	6
0	0	0	0
-31	-25	103	42
0	0	0	0
-23	-12	58	8
0	0	0	0
-37	-41	48	32
0	0	0	0
-26	-4	66	-16
0	0	0	0
-29	-12	113	6
0	0	0	0
2	-2	83	20
0	0	0	0
-5	-29	137	52
0	0	0	0
-8	2	43	-28
0	0	0	0
-50	-11	84	-36
0	0	0	0
-26	-6	53	-24
0	0	0	0
-33	-10	15	-10
0	0	0	0
-25	-52	82	82
0	0	0	0
-30	-55	109	84
0	0	0	0
22	10	43	34
0	0	0	0
-19	-28	69	62
0	0	0	0
10	21	9	-16
0	0	0	0
-29	-9	-5	-12
0	0	0	0
-35	-11	66	-30
0	0	0	0
-15	-3	39	-2
0	0	0	0
-29	-31	131	54
0	0	0	0
14	13	-6	10
0	0	0	0
11	5	28	22
0	0	0	0
18	18	100	10
0	0	0	0
-56	-29	39	-6
0	0	0	0
43	2	12	52
0	0	0	0
-53	-18	26	-20
0	0	0	0
-40	-20	90	6
0	0	0	0
-22	-10	64	18
0	0	0	0
-7	-23	151	42
0	0	0	0
-9	1	-16	-4
0	0	0	0
-17	10	48	-38
0	0	0	0
8	-4	44	6
0	0	0	0
2	-19	62	36
0	0	0	0
-15	8	5	-24
0	0	0	0
1	1	98	6
0	0	0	0
2	21	23	-34
0	0	0	0
31	-2	51	58
0	0	0	0
17	31	-53	-22
0	0	0	0
-54	-38	62	-10
0	0	0	0
-10	-12	122	32
0	0	0	0
-39	-32	41	18
0	0	0	0
18	-3	37	28
0	0	0	0
7	-16	90	46
0	0	0	0
-8	7	35	-24
0	0	0	0
15	23	3	-16
0	0	0	0
-41	-34	84	8
0	0	0	0
5	0	65	-4
0	0	0	0
-5	7	-12	-38
0	0	0	0
-31	-8	30	-16
0	0	0	0
-30	-54	159	76
0	0	0	0
-11	6	35	-30
0	0	0	0
7	-11	40	48
0	0	0	0
-26	-16	8	12
0	0	0	0
4	-1	19	30
0	0	0	0
-17	-10	61	-8
0	0	0	0
-33	-24	83	26
0	0	0	0
-41	-23	89	16
0	0	0	0
23	34	26	-26
0	0	0	0
-3	-6	47	20
0	0	0	0
8	38	5	-66
0	0	0	0
-9	-29	52	48
0	0	0	0
32	24	18	14
0	0	0	0
2	25	10	-48
0	0	0	0
26	14	102	14
0	0	0	0
9	-11	126	38
0	0	0	0
-16	-26	64	48
0	0	0	0
-46	-32	103	14
0	0	0	0
14	3	120	26
0	0	0	0
-24	-23	73	8
0	0	0	0
15	19	100	2
0	0	0	0
-39	-53	88	60
0	0	0	0
-13	-15	93	36
0	0	0	0
-33	2	31	-40
0	0	0	0
-27	-26	28	30
0	0	0	0
6	27	-60	-44
0	0	0	0
-31	-21	161	22
0	0	0	0
25	17	88	8
0	0	0	0
-28	-2	80	-22
0	0	0	0
-2	-17	145	38
0	0	0	0
34	28	-9	4
0	0	0	0
-32	-43	123	68
0	0	0	0
-41	-27	131	22
0	0	0	0
15	10	37	8
0	0	0	0
10	-1	77	28
0	0	0	0
-15	-3	68	-10
0	0	0	0
-2	-1	77	0
0	0	0	0
8	15	78	-2
0	0	0	0
-41	-28	26	18
0	0	0	0
-30	-27	96	46
0	0	0	0
-35	-5	24	-38
0	0	0	0
-11	-13	-44	4
0	0	0	0
-49	-23	74	6
0	0	0	0
-20	-18	66	12
0	0	0	0
38	32	5	10
0	0	0	0
-25	-17	25	-12
0	0	0	0
-24	-4	-3	-24
0	0	0	0
-18	-28	65	36
0	0	0	0
-44	-35	13	8
0	0	0	0
-10	2	67	6
0	0	0	0
33	27	-10	12
0	0	0	0
8	21	23	-20
0	0	0	0
-29	-3	11	-36
0	0	0	0
-44	-29	68	14
0	0	0	0
-12	10	0	-38
0	0	0	0
-58	-26	90	-30
0	0	0	0
29	14	23	36
0	0	0	0
3	18	50	-18
0	0	0	0
-26	-17	100	8
0	0	0	0
-32	-20	105	16
0	0	0	0
-49	-7	35	-40
0	0	0	0
25	25	-25	4
0	0	0	0
-2	-15	116	44
0	0	0	0
10	7	6	26
0	0	0	0
19	23	33	-24
0	0	0	0
-35	-26	71	4
0	0	0	0
-13	6	36	-44
0	0	0	0
10	-3	77	30
0	0	0	0
-29	-17	66	-10
0	0	0	0
-36	-26	62	20
0	0	0	0
-37	-21	106	-4
0	0	0	0
-1	10	10	-40
0	0	0	0
-47	-25	47	2
0	0	0	0
30	11	53	24
0	0	0	0
26	8	86	38
0	0	0	0
2	4	15	-8
0	0	0	0
31	1	59	46
0	0	0	0
21	11	87	14
0	0	0	0
8	-11	62	42
0	0	0	0
1	12	9	-28
0	0	0	0
-42	-23	125	6
0	0	0	0
37	24	12	16
0	0	0	0
-49	-21	61	-6
0	0	0	0
5	14	10	-30
0	0	0	0
-13	7	28	-36
0	0	0	0
-40	-30	-7	2
0	0	0	0
-17	-3	-44	-20
0	0	0	0
15	12	21	24
0	0	0	0
5	31	-53	-50
0	0	0	0
25	14	-72	-6
0	0	0	0
4	0	85	4
0	0	0	0
-50	-26	60	6
0	0	0	0
-31	-43	61	58
0	0	0	0
-17	16	6	-46
0	0	0	0
13	39	-9	-56
0	0	0	0
-3	6	8	-22
0	0	0	0
12	34	19	-52
0	0	0	0
9	-7	97	42
0	0	0	0
31	22	25	14
0	0	0	0
-27	-13	107	2
0	0	0	0
-48	-32	75	8
0	0	0	0
8	11	-45	-32
0	0	0	0
-47	-21	47	-2
0	0	0	0
-8	-24	24	44
0	0	0	0
-57	-24	25	-14
0	0	0	0
20	21	10	-2
0	0	0	0
11	-6	91	36
0	0	0	0
10	20	-38	-36
0	0	0	0
-1	15	57	-24
0	0	0	0
-14	7	61	-18
0	0	0	0
14	17	107	2
0	0	0	0
-10	2	28	-24
0	0	0	0
-11	-13	24	26
0	0	0	0
-14	-23	113	52
0	0	0	0
-2	24	-41	-40
0	0	0	0
-15	-17	68	4
0	0	0	0
-29	-39	76	50
0	0	0	0
-25	-33	135	28
0	0	0	0
-19	-26	114	34
0	0	0	0
9	32	-60	-42
0	0	0	0
16	-2	85	34
0	0	0	0
17	9	2	12
0	0	0	0
-39	-47	130	56
0	0	0	0
30	29	-31	2
0	0	0	0
-38	-35	55	24
0	0	0	0
23	10	49	46
0	0	0	0
-36	-24	78	0
0	0	0	0
40	19	-30	26
0	0	0	0
8	-5	20	34
0	0	0	0
29	19	44	32
0	0	0	0
-52	-38	103	6
0	0	0	0
5	-13	96	48
0	0	0	0
14	-1	120	30
0	0	0	0
-41	-21	8	-18
0	0	0	0
-31	-30	85	18
0	0	0	0
36	26	-10	20
0	0	0	0
-20	1	45	-8
0	0	0	0
-54	-25	54	-14
0	0	0	0
10	15	-4	-20
0	0	0	0
8	-16	83	48
0	0	0	0
-14	-39	113	68
0	0	0	0
-10	-26	106	64
0	0	0	0
18	-8	100	36
0	0	0	0
3	-9	81	48
0	0	0	0
-13	-20	114	42
0	0	0	0
-12	4	110	-8
0	0	0	0
-6	-10	-29	4
0	0	0	0
-8	-25	71	66
0	0	0	0
-44	-35	123	32
0	0	0	0
30	23	95	14
0	0	0	0
-18	-42	133	72
0	0	0	0
-14	-16	24	22
0	0	0	0
1	7	-2	14
0	0	0	0
-39	-41	62	28
0	0	0	0
-38	-51	123	62
0	0	0	0
-34	-7	-12	-26
0	0	0	0
-12	-11	128	36
0	0	0	0
-9	3	0	-24
0	0	0	0
18	24	-10	-20
0	0	0	0
24	6	58	34
0	0	0	0
17	17	73	-2
0	0	0	0
-46	-39	179	34
0	0	0	0
24	-2	45	32
0	0	0	0
-22	-18	77	36
0	0	0	0
-17	-20	126	52
0	0	0	0
-32	-32	131	48
0	0	0	0
-27	-28	167	48
0	0	0	0
-40	-54	200	64
0	0	0	0
-1	3	-40	-26
0	0	0	0
-42	-26	78	-12
0	0	0	0
18	16	-39	-4
0	0	0	0
-3	-7	97	14
0	0	0	0
-29	-14	-26	-8
0	0	0	0
-7	-28	101	54
0	0	0	0
-21	-2	31	-8
0	0	0	0
11	-4	62	42
0	0	0	0
-3	-10	131	28
0	0	0	0
21	-8	50	50
0	0	0	0
-58	-36	90	-20
0	0	0	0
32	11	39	28
0	0	0	0
-46	-41	-2	18
0	0	0	0
-19	-44	140	72
0	0	0	0
-10	13	-9	-18
0	0	0	0
28	29	-72	-14
0	0	0	0
-18	2	-3	-16
0	0	0	0
-62	-45	123	0
0	0	0	0
-22	-40	119	60
0	0	0	0
-1	16	49	-16
0	0	0	0
-34	-45	82	54
0	0	0	0
-21	-29	78	40
0	0	0	0
21	26	-18	-6
0	0	0	0
-49	-31	48	-6
0	0	0	0
-33	-29	49	20
0	0	0	0
-11	4	35	-28
0	0	0	0
34	12	46	32
0	0	0	0
-32	-7	100	-16
0	0	0	0
34	8	59	46
0	0	0	0
-43	-31	103	20
0	0	0	0
30	28	-23	-6
0	0	0	0
-37	-51	145	56
0	0	0	0
41	22	26	28
0	0	0	0
4	5	-4	-24
0	0	0	0
14	10	44	6
0	0	0	0
-24	-21	15	22
0	0	0	0
-15	-24	70	58
0	0	0	0
-51	-14	41	-28
0	0	0	0
-10	-3	130	14
0	0	0	0
-28	-28	132	44
0	0	0	0
4	-8	69	30
0	0	0	0
11	-12	20	48
0	0	0	0
-22	-33	56	50
0	0	0	0
-12	-5	76	-10
